id,user_id,room_id
"310","2","110"
"311","2","450"
"312","2","1740"
"313","2","747"
"314","2","1573"
"315","2","1022"
"316","2","1768"
"317","2","1786"
"318","2","719"
"319","2","380"
"320","2","1718"
"321","2","644"
"322","2","397"
"323","2","62"
"324","2","744"
"325","2","731"
"326","2","991"
"327","2","1579"
"328","2","1175"
"329","2","1455"
"330","2","1291"
"331","2","339"
"332","2","730"
"333","2","1490"
"334","2","1938"
"335","2","528"
"336","2","438"
"337","2","1937"
"338","2","1387"
"339","2","956"
"340","2","1243"
"341","2","1420"
"342","2","959"
"343","2","1665"
"344","2","1370"
"345","2","321"
"346","2","811"
"347","2","1021"
"348","2","562"
"349","2","30"
"350","2","1568"
"351","2","1730"
"352","2","740"
"353","2","99"
"354","2","1130"
"355","2","1139"
"356","2","1190"
"357","2","54"
"358","2","1546"
"359","2","22"
"360","2","787"
"361","2","63"
"362","2","790"
"363","2","371"
"364","2","919"
"365","2","713"
"366","2","109"
"367","2","1956"
"368","2","39"
"369","2","1780"
"370","2","885"
"371","2","1124"
"372","2","665"
"373","2","1935"
"374","2","229"
"375","2","726"
"376","2","270"
"377","2","545"
"378","2","1463"
"379","2","1754"
"380","2","128"
"381","2","1641"
"382","2","841"
"383","2","1026"
"384","2","1799"
"385","2","826"
"386","2","1625"
"387","2","292"
"388","2","539"
"389","2","119"
"390","2","967"
"391","2","1963"
"392","2","761"
"393","2","978"
"394","2","780"
"395","2","587"
"396","2","1366"
"397","2","1848"
"398","2","1952"
"399","2","355"
"400","2","1947"
"401","3","1703"
"402","3","1909"
"403","3","381"
"404","3","1238"
"405","3","1462"
"406","3","1428"
"407","3","1575"
"408","3","1497"
"409","3","693"
"410","3","1661"
"411","3","1412"
"412","3","861"
"413","3","1084"
"414","3","523"
"415","3","951"
"416","3","873"
"417","3","1921"
"418","3","494"
"419","3","379"
"420","3","387"
"421","3","137"
"422","3","489"
"423","3","1716"
"424","3","224"
"425","3","514"
"426","3","65"
"427","3","1273"
"428","3","1768"
"429","3","1801"
"430","3","884"
"431","3","669"
"432","3","296"
"433","3","659"
"434","3","1404"
"435","3","1822"
"436","3","581"
"437","3","976"
"438","3","936"
"439","3","1406"
"440","3","1856"
"441","3","196"
"442","3","1601"
"443","3","1161"
"444","3","1517"
"445","3","1723"
"446","3","1196"
"447","3","775"
"448","3","1305"
"449","3","1772"
"450","3","1787"
"451","3","248"
"452","3","1096"
"453","3","194"
"454","3","642"
"455","3","1483"
"456","3","173"
"457","3","569"
"458","3","1052"
"459","3","399"
"460","3","1194"
"461","3","1419"
"462","3","1296"
"463","3","1004"
"464","3","1469"
"465","3","341"
"466","3","543"
"467","3","498"
"468","3","66"
"469","3","269"
"470","3","725"
"471","3","975"
"472","3","1482"
"473","3","1618"
"474","3","761"
"475","3","146"
"476","3","482"
"477","3","447"
"478","3","487"
"479","3","981"
"480","3","215"
"481","3","1902"
"482","3","422"
"483","3","1784"
"484","3","1732"
"485","3","1961"
"486","3","1061"
"487","3","866"
"488","3","58"
"489","3","1445"
"490","3","748"
"491","3","583"
"492","3","1245"
"493","3","707"
"494","3","869"
"495","3","320"
"496","3","1125"
"497","3","67"
"498","3","1159"
"499","3","1287"
"500","3","1117"
"501","3","1090"
"502","3","757"
"503","3","962"
"504","3","1504"
"505","3","354"
"506","3","1496"
"507","3","676"
"508","3","1577"
"509","3","1559"
"510","3","1449"
"511","3","306"
"512","3","33"
"513","3","250"
"514","3","57"
"515","3","902"
"516","3","1376"
"517","3","808"
"518","3","1928"
"519","3","1474"
"520","3","182"
"521","3","1381"
"522","3","568"
"523","3","1607"
"524","3","1023"
"525","3","517"
"526","3","841"
"527","3","1158"
"528","3","1808"
"529","3","1120"
"530","3","8"
"531","3","687"
"532","3","419"
"533","3","1597"
"534","3","1251"
"535","3","714"
"536","3","19"
"537","3","1847"
"538","3","1637"
"539","3","260"
"540","3","1530"
"541","3","970"
"542","3","1501"
"543","3","1738"
"544","3","49"
"545","3","1055"
"546","3","69"
"547","3","1384"
"548","3","396"
"549","3","348"
"550","3","697"
"551","3","301"
"552","3","281"
"553","3","969"
"554","3","1378"
"555","3","1062"
"556","3","1088"
"557","3","1880"
"558","3","1670"
"559","3","1057"
"560","3","1513"
"561","3","566"
"562","3","607"
"563","3","456"
"564","3","1552"
"565","3","1272"
"566","3","401"
"567","3","1367"
"568","3","1943"
"569","3","1696"
"570","3","790"
"571","3","875"
"572","3","1665"
"573","3","723"
"574","3","628"
"575","3","72"
"576","3","668"
"577","3","1204"
"578","3","1525"
"579","3","1739"
"580","3","911"
"581","3","1499"
"582","3","1566"
"583","3","1970"
"584","3","352"
"585","3","946"
"586","3","407"
"587","3","1341"
"588","3","475"
"589","3","560"
"590","3","180"
"591","3","1352"
"592","3","1104"
"593","3","1276"
"594","3","1839"
"595","3","1397"
"596","3","336"
"597","3","801"
"598","3","210"
"599","3","259"
"600","3","359"
"601","4","1324"
"602","4","238"
"603","4","611"
"604","4","970"
"605","4","1368"
"606","4","1800"
"607","4","33"
"608","4","240"
"609","4","886"
"610","4","1864"
"611","4","460"
"612","4","1205"
"613","4","118"
"614","4","1495"
"615","4","1877"
"616","4","1814"
"617","4","105"
"618","4","1458"
"619","4","184"
"620","4","1096"
"621","4","1493"
"622","4","202"
"623","4","932"
"624","4","1733"
"625","4","1970"
"626","4","534"
"627","4","17"
"628","4","1648"
"629","4","1688"
"630","4","889"
"631","4","986"
"632","4","1192"
"633","4","1720"
"634","4","488"
"635","4","1573"
"636","4","1316"
"637","4","69"
"638","4","1091"
"639","4","1261"
"640","4","1747"
"641","4","1616"
"642","4","575"
"643","4","73"
"644","4","1457"
"645","4","1761"
"646","4","1600"
"647","4","213"
"648","4","482"
"649","4","1957"
"650","4","642"
"651","4","401"
"652","4","1943"
"653","4","60"
"654","4","1169"
"655","4","1746"
"656","4","994"
"657","4","967"
"658","4","955"
"659","4","336"
"660","4","599"
"661","4","834"
"662","4","842"
"663","4","1252"
"664","4","198"
"665","4","799"
"666","4","501"
"667","4","1572"
"668","4","1395"
"669","4","1559"
"670","4","340"
"671","4","1480"
"672","4","465"
"673","4","526"
"674","4","1770"
"675","4","734"
"676","4","495"
"677","4","1155"
"678","4","1400"
"679","4","1913"
"680","4","1068"
"681","4","19"
"682","4","1466"
"683","4","956"
"684","4","367"
"685","4","348"
"686","4","1193"
"687","4","168"
"688","4","1396"
"689","4","591"
"690","4","966"
"691","4","693"
"692","4","1974"
"693","4","918"
"694","4","1598"
"695","4","1315"
"696","4","833"
"697","4","1325"
"698","4","454"
"699","4","1839"
"700","4","798"
"701","4","1708"
"702","4","1125"
"703","4","1095"
"704","4","135"
"705","4","1523"
"706","4","1092"
"707","4","1596"
"708","4","1357"
"709","4","1428"
"710","4","1339"
"711","4","1782"
"712","4","1841"
"713","4","1846"
"714","4","1718"
"715","4","1373"
"716","4","1885"
"717","4","91"
"718","4","136"
"719","4","785"
"720","4","1243"
"721","4","1399"
"722","4","1344"
"723","4","1918"
"724","4","1823"
"725","4","797"
"726","4","666"
"727","4","31"
"728","4","141"
"729","4","1705"
"730","4","1361"
"731","4","148"
"732","4","87"
"733","4","54"
"734","4","1722"
"735","4","1178"
"736","4","1266"
"737","4","681"
"738","4","1589"
"739","4","327"
"740","4","736"
"741","4","1332"
"742","4","1314"
"743","4","1698"
"744","4","796"
"745","4","324"
"746","4","1707"
"747","4","1599"
"748","4","1016"
"749","4","1129"
"750","4","505"
"751","4","811"
"752","4","410"
"753","4","1207"
"754","4","360"
"755","4","1908"
"756","4","509"
"757","4","657"
"758","4","1248"
"759","4","757"
"760","4","256"
"761","4","768"
"762","4","1852"
"763","4","172"
"764","4","1938"
"765","4","35"
"766","4","1140"
"767","4","143"
"768","4","498"
"769","4","197"
"770","4","463"
"771","4","1794"
"772","4","471"
"773","4","1696"
"774","4","1902"
"775","4","1535"
"776","4","189"
"777","4","775"
"778","4","1942"
"779","4","116"
"780","4","1903"
"781","4","819"
"782","4","1403"
"783","4","517"
"784","4","1653"
"785","4","1484"
"786","4","1779"
"787","4","313"
"788","4","1513"
"789","4","71"
"790","4","457"
"791","4","1423"
"792","4","214"
"793","4","977"
"794","4","1269"
"795","4","499"
"796","4","728"
"797","4","281"
"798","4","641"
"799","4","1078"
"800","4","124"
"801","5","703"
"802","5","327"
"803","5","1600"
"804","5","1336"
"805","5","1571"
"806","5","1032"
"807","5","591"
"808","5","1027"
"809","5","1617"
"810","5","590"
"811","5","1961"
"812","5","1628"
"813","5","794"
"814","5","728"
"815","5","952"
"816","5","1146"
"817","5","772"
"818","5","1744"
"819","5","1427"
"820","5","1834"
"821","5","712"
"822","5","815"
"823","5","1923"
"824","5","1316"
"825","5","991"
"826","5","378"
"827","5","166"
"828","5","1130"
"829","5","1407"
"830","5","1878"
"831","5","508"
"832","5","1584"
"833","5","1028"
"834","5","1928"
"835","5","1113"
"836","5","1140"
"837","5","1081"
"838","5","58"
"839","5","1524"
"840","5","1448"
"841","5","1924"
"842","5","1481"
"843","5","1014"
"844","5","962"
"845","5","1716"
"846","5","1918"
"847","5","798"
"848","5","1859"
"849","5","595"
"850","5","334"
"851","5","988"
"852","5","862"
"853","5","1737"
"854","5","1768"
"855","5","804"
"856","5","1680"
"857","5","1425"
"858","5","1251"
"859","5","813"
"860","5","661"
"861","5","1766"
"862","5","1942"
"863","5","483"
"864","5","1545"
"865","5","104"
"866","5","906"
"867","5","961"
"868","5","1059"
"869","5","654"
"870","5","925"
"871","5","284"
"872","5","885"
"873","5","1102"
"874","5","485"
"875","5","1279"
"876","5","843"
"877","5","984"
"878","5","1169"
"879","5","739"
"880","5","90"
"881","5","309"
"882","5","586"
"883","5","1561"
"884","5","1182"
"885","5","241"
"886","5","32"
"887","5","1025"
"888","5","490"
"889","5","1135"
"890","5","407"
"891","5","1810"
"892","5","1072"
"893","5","1647"
"894","5","844"
"895","5","511"
"896","5","1268"
"897","5","552"
"898","5","514"
"899","5","66"
"900","5","126"
"901","5","634"
"902","5","867"
"903","5","812"
"904","5","521"
"905","5","1590"
"906","5","1237"
"907","5","111"
"908","5","874"
"909","5","641"
"910","5","51"
"911","5","1438"
"912","5","1631"
"913","5","1886"
"914","5","1890"
"915","5","1417"
"916","5","256"
"917","5","631"
"918","5","629"
"919","5","519"
"920","5","709"
"921","5","1469"
"922","5","363"
"923","5","735"
"924","5","1723"
"925","5","467"
"926","5","1002"
"927","5","48"
"928","5","1468"
"929","5","1414"
"930","5","1061"
"931","5","1900"
"932","5","895"
"933","5","1003"
"934","5","1202"
"935","5","645"
"936","5","1234"
"937","5","1621"
"938","5","1492"
"939","5","1616"
"940","5","1648"
"941","5","1673"
"942","5","691"
"943","5","1153"
"944","5","143"
"945","5","912"
"946","5","936"
"947","5","858"
"948","5","179"
"949","5","474"
"950","5","1642"
"951","5","626"
"952","5","1367"
"953","5","1267"
"954","5","1570"
"955","5","380"
"956","5","2"
"957","5","1563"
"958","5","1218"
"959","5","1772"
"960","5","410"
"961","5","1820"
"962","5","338"
"963","5","167"
"964","5","447"
"965","5","673"
"966","5","1012"
"967","5","1411"
"968","5","1227"
"969","5","1127"
"970","5","563"
"971","5","189"
"972","5","190"
"973","5","322"
"974","5","1229"
"975","5","1544"
"976","5","1831"
"977","5","225"
"978","5","459"
"979","5","484"
"980","5","1957"
"981","5","1282"
"982","5","666"
"983","5","840"
"984","5","1671"
"985","5","1301"
"986","5","1971"
"987","5","1322"
"988","5","605"
"989","5","1804"
"990","5","1513"
"991","5","1906"
"992","5","336"
"993","5","1030"
"994","5","1771"
"995","5","1819"
"996","5","742"
"997","5","207"
"998","5","1054"
"999","5","1262"
"1000","5","1747"
"1001","6","1595"
"1002","6","778"
"1003","6","965"
"1004","6","2"
"1005","6","1119"
"1006","6","932"
"1007","6","1570"
"1008","6","1368"
"1009","6","93"
"1010","6","384"
"1011","6","1249"
"1012","6","1381"
"1013","6","495"
"1014","6","572"
"1015","6","474"
"1016","6","1713"
"1017","6","197"
"1018","6","658"
"1019","6","75"
"1020","6","410"
"1021","6","445"
"1022","6","1160"
"1023","6","1773"
"1024","6","1206"
"1025","6","1543"
"1026","6","526"
"1027","6","137"
"1028","6","97"
"1029","6","691"
"1030","6","1629"
"1031","6","318"
"1032","6","666"
"1033","6","1817"
"1034","6","367"
"1035","6","1258"
"1036","6","416"
"1037","6","895"
"1038","6","222"
"1039","6","1167"
"1040","6","1128"
"1041","6","1587"
"1042","6","118"
"1043","6","1875"
"1044","6","453"
"1045","6","1177"
"1046","6","1841"
"1047","6","1681"
"1048","6","724"
"1049","6","430"
"1050","6","256"
"1051","6","1320"
"1052","6","496"
"1053","6","501"
"1054","6","311"
"1055","6","57"
"1056","6","875"
"1057","6","1061"
"1058","6","1684"
"1059","6","477"
"1060","6","1664"
"1061","6","972"
"1062","6","1933"
"1063","6","1439"
"1064","6","884"
"1065","6","1139"
"1066","6","1048"
"1067","6","833"
"1068","6","1236"
"1069","6","948"
"1070","6","1199"
"1071","6","58"
"1072","6","304"
"1073","6","220"
"1074","6","503"
"1075","6","48"
"1076","6","1798"
"1077","6","1698"
"1078","6","247"
"1079","6","1282"
"1080","6","1146"
"1081","6","1783"
"1082","6","92"
"1083","6","1336"
"1084","6","332"
"1085","6","1966"
"1086","6","9"
"1087","6","586"
"1088","6","1040"
"1089","6","361"
"1090","6","167"
"1091","6","628"
"1092","6","641"
"1093","6","819"
"1094","6","426"
"1095","6","1078"
"1096","6","1935"
"1097","6","1882"
"1098","6","248"
"1099","6","349"
"1100","6","579"
"1101","6","165"
"1102","6","1401"
"1103","6","1233"
"1104","6","471"
"1105","6","619"
"1106","6","1837"
"1107","6","385"
"1108","6","1424"
"1109","6","1573"
"1110","6","871"
"1111","6","818"
"1112","6","325"
"1113","6","405"
"1114","6","697"
"1115","6","1207"
"1116","6","905"
"1117","6","1275"
"1118","6","1891"
"1119","6","1136"
"1120","6","273"
"1121","6","996"
"1122","6","1513"
"1123","6","1422"
"1124","6","1345"
"1125","6","590"
"1126","6","1800"
"1127","6","393"
"1128","6","851"
"1129","6","1398"
"1130","6","1641"
"1131","6","1679"
"1132","6","1904"
"1133","6","305"
"1134","6","1352"
"1135","6","1872"
"1136","6","1378"
"1137","6","1751"
"1138","6","1702"
"1139","6","285"
"1140","6","279"
"1141","6","605"
"1142","6","1482"
"1143","6","1090"
"1144","6","950"
"1145","6","1423"
"1146","6","63"
"1147","6","1047"
"1148","6","1848"
"1149","6","1516"
"1150","6","830"
"1151","6","1592"
"1152","6","1864"
"1153","6","679"
"1154","6","1403"
"1155","6","1496"
"1156","6","1639"
"1157","6","295"
"1158","6","207"
"1159","6","124"
"1160","6","1912"
"1161","6","1770"
"1162","6","888"
"1163","6","954"
"1164","6","491"
"1165","6","1088"
"1166","6","1474"
"1167","6","828"
"1168","6","1500"
"1169","6","437"
"1170","6","760"
"1171","6","723"
"1172","6","466"
"1173","6","615"
"1174","6","229"
"1175","6","1109"
"1176","6","1142"
"1177","6","14"
"1178","6","661"
"1179","6","53"
"1180","6","315"
"1181","6","1476"
"1182","6","408"
"1183","6","125"
"1184","6","1659"
"1185","6","1170"
"1186","6","669"
"1187","6","163"
"1188","6","1354"
"1189","6","1416"
"1190","6","853"
"1191","6","492"
"1192","6","488"
"1193","6","1141"
"1194","6","1852"
"1195","6","21"
"1196","6","60"
"1197","6","1565"
"1198","6","1917"
"1199","6","1581"
"1200","6","454"
"1201","7","994"
"1202","7","170"
"1203","7","1950"
"1204","7","82"
"1205","7","1740"
"1206","7","513"
"1207","7","1342"
"1208","7","1087"
"1209","7","433"
"1210","7","1354"
"1211","7","1528"
"1212","7","252"
"1213","7","969"
"1214","7","1000"
"1215","7","74"
"1216","7","96"
"1217","7","1827"
"1218","7","877"
"1219","7","1109"
"1220","7","1586"
"1221","7","1852"
"1222","7","1869"
"1223","7","888"
"1224","7","1728"
"1225","7","691"
"1226","7","151"
"1227","7","271"
"1228","7","191"
"1229","7","1716"
"1230","7","805"
"1231","7","425"
"1232","7","1772"
"1233","7","1165"
"1234","7","1693"
"1235","7","32"
"1236","7","350"
"1237","7","965"
"1238","7","1480"
"1239","7","990"
"1240","7","109"
"1241","7","979"
"1242","7","753"
"1243","7","355"
"1244","7","909"
"1245","7","1487"
"1246","7","54"
"1247","7","1765"
"1248","7","181"
"1249","7","1234"
"1250","7","607"
"1251","7","1195"
"1252","7","1167"
"1253","7","680"
"1254","7","1657"
"1255","7","1872"
"1256","7","654"
"1257","7","1748"
"1258","7","1213"
"1259","7","586"
"1260","7","160"
"1261","7","1166"
"1262","7","1413"
"1263","7","538"
"1264","7","1454"
"1265","7","865"
"1266","7","1294"
"1267","7","1894"
"1268","7","1490"
"1269","7","1053"
"1270","7","1034"
"1271","7","1844"
"1272","7","1428"
"1273","7","1951"
"1274","7","1400"
"1275","7","1558"
"1276","7","895"
"1277","7","1907"
"1278","7","856"
"1279","7","864"
"1280","7","1311"
"1281","7","487"
"1282","7","1206"
"1283","7","1507"
"1284","7","836"
"1285","7","1698"
"1286","7","1337"
"1287","7","1159"
"1288","7","1946"
"1289","7","441"
"1290","7","274"
"1291","7","997"
"1292","7","1104"
"1293","7","1477"
"1294","7","1032"
"1295","7","1739"
"1296","7","1697"
"1297","7","106"
"1298","7","642"
"1299","7","311"
"1300","7","1942"
"1301","7","1532"
"1302","7","636"
"1303","7","1409"
"1304","7","547"
"1305","7","898"
"1306","7","591"
"1307","7","1313"
"1308","7","756"
"1309","7","780"
"1310","7","1118"
"1311","7","267"
"1312","7","1045"
"1313","7","183"
"1314","7","1544"
"1315","7","1694"
"1316","7","1089"
"1317","7","493"
"1318","7","1280"
"1319","7","1470"
"1320","7","1137"
"1321","7","1770"
"1322","7","1325"
"1323","7","229"
"1324","7","90"
"1325","7","661"
"1326","7","1158"
"1327","7","371"
"1328","7","1416"
"1329","7","533"
"1330","7","1330"
"1331","7","1139"
"1332","7","1047"
"1333","7","447"
"1334","7","789"
"1335","7","132"
"1336","7","1933"
"1337","7","342"
"1338","7","854"
"1339","7","1319"
"1340","7","1965"
"1341","7","1935"
"1342","7","1769"
"1343","7","75"
"1344","7","623"
"1345","7","1145"
"1346","7","225"
"1347","7","1643"
"1348","7","754"
"1349","7","100"
"1350","7","1371"
"1351","7","536"
"1352","7","147"
"1353","7","304"
"1354","7","1736"
"1355","7","653"
"1356","7","211"
"1357","7","1299"
"1358","7","783"
"1359","7","1134"
"1360","7","1444"
"1361","7","1189"
"1362","7","1336"
"1363","7","97"
"1364","7","1514"
"1365","7","445"
"1366","7","1877"
"1367","7","748"
"1368","7","1244"
"1369","7","1864"
"1370","7","727"
"1371","7","509"
"1372","7","1703"
"1373","7","1937"
"1374","7","379"
"1375","7","118"
"1376","7","1225"
"1377","7","1304"
"1378","7","384"
"1379","7","1183"
"1380","7","223"
"1381","7","718"
"1382","7","1506"
"1383","7","1079"
"1384","7","1146"
"1385","7","1305"
"1386","7","310"
"1387","7","1969"
"1388","7","1442"
"1389","7","1629"
"1390","7","988"
"1391","7","1184"
"1392","7","1463"
"1393","7","500"
"1394","7","1075"
"1395","7","1899"
"1396","7","418"
"1397","7","1094"
"1398","7","1497"
"1399","7","1854"
"1400","7","657"
"1401","8","146"
"1402","8","1152"
"1403","8","506"
"1404","8","534"
"1405","8","1544"
"1406","8","1480"
"1407","8","555"
"1408","8","525"
"1409","8","946"
"1410","8","25"
"1411","8","303"
"1412","8","1050"
"1413","8","7"
"1414","8","1275"
"1415","8","771"
"1416","8","736"
"1417","8","34"
"1418","8","1147"
"1419","8","837"
"1420","8","635"
"1421","8","1789"
"1422","8","625"
"1423","8","150"
"1424","8","365"
"1425","8","1361"
"1426","8","198"
"1427","8","1266"
"1428","8","523"
"1429","8","1576"
"1430","8","378"
"1431","8","1497"
"1432","8","698"
"1433","8","82"
"1434","8","884"
"1435","8","1855"
"1436","8","1666"
"1437","8","1537"
"1438","8","857"
"1439","8","872"
"1440","8","815"
"1441","8","476"
"1442","8","190"
"1443","8","1012"
"1444","8","1348"
"1445","8","116"
"1446","8","126"
"1447","8","974"
"1448","8","1699"
"1449","8","609"
"1450","8","1417"
"1451","8","1299"
"1452","8","1843"
"1453","8","1414"
"1454","8","1583"
"1455","8","1800"
"1456","8","1323"
"1457","8","1728"
"1458","8","901"
"1459","8","926"
"1460","8","453"
"1461","8","1113"
"1462","8","1588"
"1463","8","1048"
"1464","8","1259"
"1465","8","1185"
"1466","8","779"
"1467","8","1772"
"1468","8","201"
"1469","8","645"
"1470","8","1125"
"1471","8","1078"
"1472","8","1945"
"1473","8","1479"
"1474","8","1305"
"1475","8","1782"
"1476","8","1846"
"1477","8","834"
"1478","8","535"
"1479","8","53"
"1480","8","60"
"1481","8","122"
"1482","8","1707"
"1483","8","1770"
"1484","8","1413"
"1485","8","1591"
"1486","8","765"
"1487","8","296"
"1488","8","928"
"1489","8","1962"
"1490","8","1571"
"1491","8","1231"
"1492","8","1924"
"1493","8","1737"
"1494","8","1840"
"1495","8","1669"
"1496","8","711"
"1497","8","1745"
"1498","8","42"
"1499","8","477"
"1500","8","914"
"1501","8","1514"
"1502","8","1312"
"1503","8","1755"
"1504","8","689"
"1505","8","45"
"1506","8","186"
"1507","8","646"
"1508","8","195"
"1509","8","1345"
"1510","8","1631"
"1511","8","624"
"1512","8","725"
"1513","8","1536"
"1514","8","866"
"1515","8","1041"
"1516","8","851"
"1517","8","87"
"1518","8","552"
"1519","8","212"
"1520","8","739"
"1521","8","497"
"1522","8","1367"
"1523","8","33"
"1524","8","441"
"1525","8","1202"
"1526","8","78"
"1527","8","264"
"1528","8","416"
"1529","8","1102"
"1530","8","1331"
"1531","8","976"
"1532","8","1329"
"1533","8","1821"
"1534","8","1204"
"1535","8","400"
"1536","8","670"
"1537","8","1604"
"1538","8","1494"
"1539","8","1195"
"1540","8","1038"
"1541","8","1282"
"1542","8","1624"
"1543","8","1189"
"1544","8","384"
"1545","8","1296"
"1546","8","232"
"1547","8","1194"
"1548","8","658"
"1549","8","1593"
"1550","8","1664"
"1551","8","1085"
"1552","8","1790"
"1553","8","1389"
"1554","8","1890"
"1555","8","1447"
"1556","8","218"
"1557","8","528"
"1558","8","772"
"1559","8","1900"
"1560","8","1522"
"1561","8","903"
"1562","8","387"
"1563","8","1310"
"1564","8","996"
"1565","8","853"
"1566","8","395"
"1567","8","271"
"1568","8","1421"
"1569","8","1442"
"1570","8","1743"
"1571","8","235"
"1572","8","98"
"1573","8","930"
"1574","8","1713"
"1575","8","342"
"1576","8","1395"
"1577","8","143"
