id,user_id,follow_id
"255","6","307"
"256","6","131"
"257","6","171"
"258","6","305"
"259","6","144"
"260","6","254"
"261","6","385"
"262","6","336"
"263","6","447"
"264","6","457"
"265","6","244"
"266","6","42"
"267","6","162"
"268","6","74"
"269","6","58"
"270","6","402"
"271","6","329"
"272","6","82"
"273","6","181"
"274","6","125"
"275","6","262"
"276","6","72"
"277","6","103"
"278","6","90"
"279","6","178"
"280","6","385"
"281","6","200"
"282","6","268"
"283","6","302"
"284","6","15"
"285","6","393"
"286","6","463"
"287","6","9"
"288","6","211"
"289","6","335"
"290","6","286"
"291","6","20"
"292","6","129"
"293","6","392"
"294","6","119"
"295","6","41"
"296","6","222"
"297","6","364"
"298","6","388"
"299","6","417"
"300","6","28"
"301","7","305"
"302","7","341"
"303","7","63"
"304","7","409"
"305","7","260"
"306","7","130"
"307","7","383"
"308","7","229"
"309","7","435"
"310","7","399"
"311","7","357"
"312","7","447"
"313","7","66"
"314","7","241"
"315","7","228"
"316","7","42"
"317","7","206"
"318","7","252"
"319","7","423"
"320","7","201"
"321","7","213"
"322","7","186"
"323","7","439"
"324","7","186"
"325","7","430"
"326","7","68"
"327","7","361"
"328","7","332"
"329","7","413"
"330","7","405"
"331","7","66"
"332","7","151"
"333","7","29"
"334","7","96"
"335","7","403"
"336","7","70"
"337","7","412"
"338","7","358"
"339","7","293"
"340","7","417"
"341","7","27"
"342","7","59"
"343","7","200"
"344","7","320"
"345","7","473"
"346","7","71"
"347","7","379"
"348","7","298"
"349","7","288"
"350","7","321"
"351","8","101"
"352","8","454"
"353","8","125"
"354","8","44"
"355","8","245"
"356","8","273"
"357","8","68"
"358","8","271"
"359","8","289"
"360","8","196"
"361","8","317"
"362","8","486"
"363","8","150"
"364","8","316"
"365","8","77"
"366","8","435"
"367","8","262"
"368","8","171"
"369","8","241"
"370","8","475"
"371","8","2"
"372","8","351"
"373","8","405"
"374","8","484"
"375","8","256"
"376","8","323"
"377","8","208"
"378","8","250"
"379","8","461"
"380","8","79"
"381","8","251"
"382","8","412"
"383","8","371"
"384","8","3"
"385","8","120"
"386","8","9"
"387","8","170"
"388","8","53"
"389","8","25"
"390","8","307"
"391","8","235"
"392","8","161"
"393","8","149"
"394","8","157"
"395","8","481"
"396","8","17"
"397","8","62"
"398","8","232"
"399","8","210"
"400","8","225"
"401","9","421"
"402","9","116"
"403","9","289"
"404","9","115"
"405","9","235"
"406","9","385"
"407","9","250"
"408","9","340"
"409","9","71"
"410","9","403"
"411","9","97"
"412","9","240"
"413","9","467"
"414","9","321"
"415","9","135"
"416","9","292"
"417","9","201"
"418","9","341"
"419","9","137"
"420","9","389"
"421","9","174"
"422","9","131"
"423","9","454"
"424","9","41"
"425","9","390"
"426","9","351"
"427","9","464"
"428","9","29"
"429","9","391"
"430","9","133"
"431","9","327"
"432","9","455"
"433","9","499"
"434","9","448"
"435","9","76"
"436","9","102"
"437","9","376"
"438","9","216"
"439","9","454"
"440","9","406"
"441","9","196"
"442","9","131"
"443","9","214"
"444","9","425"
"445","9","167"
"446","9","123"
"447","9","266"
"448","9","55"
"449","9","186"
"450","9","39"
"451","10","183"
"452","10","351"
"453","10","159"
"454","10","89"
"455","10","490"
"456","10","268"
"457","10","317"
"458","10","324"
"459","10","62"
"460","10","200"
"461","10","420"
"462","10","360"
"463","10","169"
"464","10","228"
"465","10","308"
"466","10","360"
"467","10","406"
"468","10","91"
"469","10","68"
"470","10","253"
"471","10","200"
"472","10","416"
"473","10","7"
"474","10","474"
"475","10","78"
"476","10","416"
"477","10","149"
"478","10","40"
"479","10","155"
"480","10","302"
"481","10","185"
"482","10","84"
"483","10","15"
"484","10","349"
"485","10","141"
"486","10","65"
"487","10","241"
"488","10","163"
"489","10","16"
"490","10","180"
"491","10","370"
"492","10","366"
"493","10","230"
"494","10","130"
"495","10","374"
"496","10","103"
"497","10","11"
"498","10","274"
"499","10","67"
"500","10","438"
"501","11","237"
"502","11","301"
"503","11","499"
"504","11","464"
"505","11","286"
"506","11","14"
"507","11","423"
"508","11","113"
"509","11","125"
"510","11","420"
"511","11","366"
"512","11","440"
"513","11","205"
"514","11","322"
"515","11","181"
"516","11","392"
"517","11","173"
"518","11","241"
"519","11","150"
"520","11","332"
"521","11","19"
"522","11","29"
"523","11","335"
"524","11","391"
"525","11","25"
"526","11","203"
"527","11","380"
"528","11","17"
"529","11","269"
"530","11","84"
"531","11","321"
"532","11","401"
"533","11","435"
"534","11","20"
"535","11","306"
"536","11","304"
"537","11","377"
"538","11","86"
"539","11","234"
"540","11","131"
"541","11","179"
"542","11","354"
"543","11","423"
"544","11","13"
"545","11","388"
"546","11","463"
"547","11","378"
"548","11","472"
"549","11","195"
"550","11","493"
"551","12","25"
"552","12","198"
"553","12","62"
"554","12","271"
"555","12","77"
"556","12","327"
"557","12","169"
"558","12","55"
"559","12","274"
"560","12","90"
"561","12","42"
"562","12","218"
"563","12","277"
"564","12","84"
"565","12","396"
"566","12","379"
"567","12","394"
"568","12","435"
"569","12","12"
"570","12","131"
"571","12","133"
"572","12","34"
"573","12","365"
"574","12","403"
"575","12","221"
"576","12","71"
"577","12","360"
"578","12","203"
"579","12","371"
"580","12","72"
"581","12","154"
"582","12","405"
"583","12","479"
"584","12","142"
"585","12","481"
"586","12","2"
"587","12","350"
"588","12","209"
"589","12","332"
"590","12","174"
"591","12","267"
"592","12","51"
"593","12","491"
"594","12","330"
"595","12","370"
"596","12","5"
"597","12","218"
"598","12","237"
"599","12","357"
"600","12","316"
"601","13","253"
"602","13","158"
"603","13","403"
"604","13","181"
"605","13","416"
"606","13","462"
"607","13","60"
"608","13","164"
"609","13","213"
"610","13","476"
"611","13","49"
"612","13","294"
"613","13","251"
"614","13","409"
"615","13","497"
"616","13","281"
"617","13","216"
"618","13","44"
"619","13","129"
"620","13","466"
"621","13","272"
"622","13","482"
"623","13","289"
"624","13","297"
"625","13","43"
"626","13","106"
"627","13","486"
"628","13","294"
"629","13","174"
"630","13","41"
"631","13","243"
"632","13","197"
"633","13","78"
"634","13","340"
"635","13","136"
"636","13","207"
"637","13","88"
"638","13","245"
"639","13","307"
"640","13","457"
"641","13","114"
"642","13","334"
"643","13","98"
"644","13","129"
"645","13","317"
"646","13","52"
"647","13","130"
"648","13","365"
"649","13","450"
"650","13","102"
"651","14","311"
"652","14","463"
"653","14","235"
"654","14","388"
"655","14","217"
"656","14","75"
"657","14","39"
"658","14","208"
"659","14","190"
"660","14","18"
"661","14","149"
"662","14","161"
"663","14","307"
"664","14","86"
"665","14","70"
"666","14","236"
"667","14","494"
"668","14","123"
"669","14","122"
"670","14","393"
"671","14","184"
"672","14","475"
"673","14","34"
"674","14","439"
"675","14","306"
"676","14","327"
"677","14","304"
"678","14","388"
"679","14","304"
"680","14","305"
"681","14","377"
"682","14","49"
"683","14","52"
"684","14","165"
"685","14","481"
"686","14","450"
"687","14","217"
"688","14","279"
"689","14","40"
"690","14","335"
"691","14","98"
"692","14","118"
"693","14","192"
"694","14","339"
"695","14","388"
"696","14","329"
"697","14","248"
"698","14","133"
"699","14","114"
"700","14","43"
"701","15","341"
"702","15","211"
"703","15","172"
"704","15","469"
"705","15","102"
"706","15","196"
"707","15","487"
"708","15","417"
"709","15","407"
"710","15","493"
"711","15","274"
"712","15","317"
"713","15","81"
"714","15","328"
"715","15","221"
"716","15","423"
"717","15","445"
"718","15","184"
"719","15","222"
"720","15","389"
"721","15","243"
"722","15","409"
"723","15","359"
"724","15","488"
"725","15","209"
"726","15","271"
"727","15","420"
"728","15","332"
"729","15","18"
"730","15","16"
"731","15","122"
"732","15","38"
"733","15","357"
"734","15","27"
"735","15","54"
"736","15","409"
"737","15","93"
"738","15","499"
"739","15","34"
"740","15","331"
"741","15","315"
"742","15","108"
"743","15","183"
"744","15","196"
"745","15","51"
"746","15","488"
"747","15","487"
"748","15","395"
"749","15","6"
"750","15","476"
"751","16","29"
"752","16","22"
"753","16","22"
"754","16","391"
"755","16","277"
"756","16","167"
"757","16","263"
"758","16","307"
"759","16","54"
"760","16","383"
"761","16","239"
"762","16","158"
"763","16","279"
"764","16","110"
"765","16","416"
"766","16","174"
"767","16","71"
"768","16","105"
"769","16","23"
"770","16","112"
"771","16","90"
"772","16","168"
"773","16","80"
"774","16","401"
"775","16","253"
"776","16","219"
"777","16","321"
"778","16","337"
"779","16","25"
"780","16","81"
"781","16","391"
"782","16","136"
"783","16","20"
"784","16","112"
"785","16","97"
"786","16","218"
"787","16","39"
"788","16","160"
"789","16","17"
"790","16","285"
"791","16","413"
"792","16","126"
"793","16","434"
"794","16","349"
"795","16","253"
"796","16","296"
"797","16","365"
"798","16","107"
"799","16","209"
"800","16","441"
"801","17","390"
"802","17","160"
"803","17","357"
"804","17","75"
"805","17","109"
"806","17","364"
"807","17","109"
"808","17","167"
"809","17","231"
"810","17","226"
"811","17","341"
"812","17","487"
"813","17","212"
"814","17","69"
"815","17","13"
"816","17","217"
"817","17","331"
"818","17","364"
"819","17","89"
"820","17","382"
"821","17","284"
"822","17","476"
"823","17","480"
"824","17","141"
"825","17","107"
"826","17","230"
"827","17","12"
"828","17","398"
"829","17","236"
"830","17","130"
"831","17","112"
"832","17","254"
"833","17","26"
"834","17","263"
"835","17","17"
"836","17","257"
"837","17","295"
"838","17","324"
"839","17","212"
"840","17","472"
"841","17","313"
"842","17","456"
"843","17","244"
"844","17","419"
"845","17","105"
"846","17","69"
"847","17","233"
"848","17","445"
"849","17","145"
"850","17","33"
"851","18","112"
"852","18","235"
"853","18","219"
"854","18","175"
"855","18","93"
"856","18","157"
"857","18","194"
"858","18","268"
"859","18","343"
"860","18","328"
"861","18","467"
"862","18","260"
"863","18","111"
"864","18","318"
"865","18","74"
"866","18","285"
"867","18","282"
"868","18","107"
"869","18","258"
"870","18","86"
"871","18","433"
"872","18","495"
"873","18","302"
"874","18","308"
"875","18","415"
"876","18","392"
"877","18","19"
"878","18","247"
"879","18","412"
"880","18","19"
"881","18","60"
"882","18","464"
"883","18","145"
"884","18","295"
"885","18","123"
"886","18","388"
"887","18","75"
"888","18","388"
"889","18","140"
"890","18","348"
"891","18","3"
"892","18","89"
"893","18","243"
"894","18","211"
"895","18","392"
"896","18","467"
"897","18","103"
"898","18","205"
"899","18","80"
"900","18","468"
"901","19","214"
"902","19","198"
"903","19","242"
"904","19","419"
"905","19","276"
"906","19","203"
"907","19","124"
"908","19","175"
"909","19","111"
"910","19","75"
"911","19","12"
"912","19","442"
"913","19","369"
"914","19","380"
"915","19","324"
"916","19","142"
"917","19","378"
"918","19","180"
"919","19","494"
"920","19","495"
"921","19","97"
"922","19","494"
"923","19","479"
"924","19","379"
"925","19","453"
"926","19","6"
"927","19","280"
"928","19","333"
"929","19","331"
"930","19","123"
"931","19","342"
"932","19","16"
"933","19","476"
"934","19","346"
"935","19","24"
"936","19","279"
"937","19","418"
"938","19","478"
"939","19","56"
"940","19","450"
"941","19","282"
"942","19","58"
"943","19","69"
"944","19","318"
"945","19","431"
"946","19","39"
"947","19","238"
"948","19","297"
"949","19","12"
"950","19","111"
"951","20","41"
"952","20","174"
"953","20","248"
"954","20","212"
"955","20","394"
"956","20","316"
"957","20","293"
"958","20","207"
"959","20","144"
"960","20","217"
"961","20","483"
"962","20","381"
"963","20","440"
"964","20","262"
"965","20","78"
"966","20","366"
"967","20","21"
"968","20","108"
"969","20","401"
"970","20","299"
"971","20","270"
"972","20","108"
"973","20","321"
"974","20","32"
"975","20","172"
"976","20","270"
"977","20","86"
"978","20","429"
"979","20","426"
"980","20","300"
"981","20","370"
"982","20","326"
"983","20","30"
"984","20","363"
"985","20","261"
"986","20","459"
"987","20","21"
"988","20","289"
"989","20","470"
"990","20","279"
"991","20","440"
"992","20","82"
"993","20","276"
"994","20","319"
"995","20","231"
"996","20","197"
"997","20","12"
"998","20","387"
"999","20","403"
"1000","20","209"
"1001","21","402"
"1002","21","189"
"1003","21","288"
"1004","21","155"
"1005","21","191"
"1006","21","86"
"1007","21","58"
"1008","21","2"
"1009","21","200"
"1010","21","83"
"1011","21","485"
"1012","21","403"
"1013","21","438"
"1014","21","256"
"1015","21","29"
"1016","21","82"
"1017","21","356"
"1018","21","238"
"1019","21","423"
"1020","21","434"
"1021","21","48"
"1022","21","75"
"1023","21","368"
"1024","21","167"
"1025","21","19"
"1026","21","143"
"1027","21","239"
"1028","21","39"
"1029","21","108"
"1030","21","96"
"1031","21","456"
"1032","21","60"
"1033","21","239"
"1034","21","184"
"1035","21","291"
"1036","21","260"
"1037","21","423"
"1038","21","111"
"1039","21","337"
"1040","21","476"
"1041","21","333"
"1042","21","10"
"1043","21","314"
"1044","21","388"
"1045","21","267"
"1046","21","441"
"1047","21","120"
"1048","21","393"
"1049","21","15"
"1050","21","317"
"1051","22","236"
"1052","22","243"
"1053","22","412"
"1054","22","440"
"1055","22","159"
"1056","22","234"
"1057","22","346"
"1058","22","431"
"1059","22","449"
"1060","22","123"
"1061","22","31"
"1062","22","128"
"1063","22","397"
"1064","22","330"
"1065","22","132"
"1066","22","121"
"1067","22","461"
"1068","22","416"
"1069","22","154"
"1070","22","472"
"1071","22","337"
"1072","22","221"
"1073","22","35"
"1074","22","261"
"1075","22","470"
"1076","22","19"
"1077","22","35"
"1078","22","492"
"1079","22","269"
"1080","22","489"
"1081","22","293"
"1082","22","73"
"1083","22","55"
"1084","22","283"
"1085","22","359"
"1086","22","456"
"1087","22","482"
"1088","22","434"
"1089","22","75"
"1090","22","259"
"1091","22","244"
"1092","22","405"
"1093","22","395"
"1094","22","87"
"1095","22","321"
"1096","22","36"
"1097","22","92"
"1098","22","35"
"1099","22","435"
"1100","22","230"
"1101","23","271"
"1102","23","303"
"1103","23","81"
"1104","23","258"
"1105","23","261"
"1106","23","122"
"1107","23","167"
"1108","23","106"
"1109","23","232"
"1110","23","165"
"1111","23","340"
"1112","23","401"
"1113","23","284"
"1114","23","460"
"1115","23","451"
"1116","23","52"
"1117","23","314"
"1118","23","293"
"1119","23","485"
"1120","23","300"
"1121","23","185"
"1122","23","447"
"1123","23","442"
"1124","23","102"
"1125","23","17"
"1126","23","182"
"1127","23","264"
"1128","23","309"
"1129","23","432"
"1130","23","198"
"1131","23","387"
"1132","23","334"
"1133","23","193"
"1134","23","432"
"1135","23","379"
"1136","23","158"
"1137","23","415"
"1138","23","418"
"1139","23","381"
"1140","23","205"
"1141","23","469"
"1142","23","65"
"1143","23","218"
"1144","23","339"
"1145","23","181"
"1146","23","109"
"1147","23","129"
"1148","23","453"
"1149","23","167"
"1150","23","197"
"1151","24","454"
"1152","24","360"
"1153","24","425"
"1154","24","437"
"1155","24","488"
"1156","24","441"
"1157","24","284"
"1158","24","496"
"1159","24","398"
"1160","24","300"
"1161","24","405"
"1162","24","275"
"1163","24","237"
"1164","24","431"
"1165","24","274"
"1166","24","426"
"1167","24","63"
"1168","24","223"
"1169","24","24"
"1170","24","460"
"1171","24","93"
"1172","24","439"
"1173","24","411"
"1174","24","473"
"1175","24","63"
"1176","24","148"
"1177","24","485"
"1178","24","37"
"1179","24","182"
"1180","24","404"
"1181","24","241"
"1182","24","101"
"1183","24","95"
"1184","24","389"
"1185","24","42"
"1186","24","296"
"1187","24","242"
"1188","24","50"
"1189","24","155"
"1190","24","375"
"1191","24","346"
"1192","24","200"
"1193","24","464"
"1194","24","104"
"1195","24","481"
"1196","24","455"
"1197","24","330"
"1198","24","267"
"1199","24","319"
"1200","24","288"
"1201","25","19"
"1202","25","101"
"1203","25","151"
"1204","25","443"
"1205","25","336"
"1206","25","305"
"1207","25","193"
"1208","25","400"
"1209","25","327"
"1210","25","2"
"1211","25","499"
"1212","25","54"
"1213","25","382"
"1214","25","357"
"1215","25","448"
"1216","25","269"
"1217","25","139"
"1218","25","336"
"1219","25","412"
"1220","25","461"
"1221","25","273"
"1222","25","446"
"1223","25","122"
"1224","25","387"
"1225","25","155"
"1226","25","100"
"1227","25","153"
"1228","25","361"
"1229","25","292"
"1230","25","145"
"1231","25","175"
"1232","25","157"
"1233","25","169"
"1234","25","424"
"1235","25","261"
"1236","25","433"
"1237","25","320"
"1238","25","187"
"1239","25","90"
"1240","25","104"
"1241","25","415"
"1242","25","464"
"1243","25","279"
"1244","25","143"
"1245","25","176"
"1246","25","101"
"1247","25","425"
"1248","25","484"
"1249","25","155"
"1250","25","368"
"1251","26","106"
"1252","26","250"
"1253","26","224"
"1254","26","259"
"1255","26","202"
"1256","26","208"
"1257","26","120"
"1258","26","294"
"1259","26","403"
"1260","26","43"
"1261","26","482"
"1262","26","382"
"1263","26","89"
"1264","26","150"
"1265","26","112"
"1266","26","65"
"1267","26","101"
"1268","26","404"
"1269","26","46"
"1270","26","155"
"1271","26","21"
"1272","26","38"
"1273","26","115"
"1274","26","187"
"1275","26","175"
"1276","26","474"
"1277","26","285"
"1278","26","229"
"1279","26","464"
"1280","26","240"
"1281","26","471"
"1282","26","81"
"1283","26","2"
"1284","26","286"
"1285","26","397"
"1286","26","48"
"1287","26","213"
"1288","26","368"
"1289","26","243"
"1290","26","483"
"1291","26","206"
"1292","26","367"
"1293","26","22"
"1294","26","483"
"1295","26","178"
"1296","26","289"
"1297","26","30"
"1298","26","135"
"1299","26","54"
"1300","26","449"
"1301","27","237"
"1302","27","490"
"1303","27","301"
"1304","27","217"
"1305","27","142"
"1306","27","447"
"1307","27","68"
"1308","27","24"
"1309","27","416"
"1310","27","19"
"1311","27","321"
"1312","27","202"
"1313","27","144"
"1314","27","31"
"1315","27","158"
"1316","27","124"
"1317","27","489"
"1318","27","127"
"1319","27","252"
"1320","27","459"
"1321","27","407"
"1322","27","17"
"1323","27","196"
"1324","27","343"
"1325","27","350"
"1326","27","302"
"1327","27","63"
"1328","27","105"
"1329","27","439"
"1330","27","297"
"1331","27","80"
"1332","27","208"
"1333","27","218"
"1334","27","171"
"1335","27","170"
"1336","27","475"
"1337","27","393"
"1338","27","390"
"1339","27","458"
"1340","27","155"
"1341","27","411"
"1342","27","353"
"1343","27","476"
"1344","27","368"
"1345","27","257"
"1346","27","280"
"1347","27","431"
"1348","27","4"
"1349","27","122"
"1350","27","405"
"1351","28","326"
"1352","28","112"
"1353","28","384"
"1354","28","198"
"1355","28","122"
"1356","28","409"
"1357","28","388"
"1358","28","344"
"1359","28","344"
"1360","28","60"
"1361","28","114"
"1362","28","447"
"1363","28","197"
"1364","28","433"
"1365","28","95"
"1366","28","447"
"1367","28","293"
"1368","28","179"
"1369","28","393"
"1370","28","491"
"1371","28","489"
"1372","28","483"
"1373","28","459"
"1374","28","89"
"1375","28","173"
"1376","28","59"
"1377","28","405"
"1378","28","140"
"1379","28","33"
"1380","28","492"
"1381","28","91"
"1382","28","29"
"1383","28","419"
"1384","28","262"
"1385","28","344"
"1386","28","322"
"1387","28","431"
"1388","28","349"
"1389","28","308"
"1390","28","185"
"1391","28","196"
"1392","28","109"
"1393","28","121"
"1394","28","31"
"1395","28","103"
"1396","28","193"
"1397","28","68"
"1398","28","50"
"1399","28","396"
"1400","28","63"
"1401","29","370"
"1402","29","151"
"1403","29","88"
"1404","29","347"
"1405","29","441"
"1406","29","35"
"1407","29","76"
"1408","29","34"
"1409","29","299"
"1410","29","45"
"1411","29","202"
"1412","29","237"
"1413","29","234"
"1414","29","144"
"1415","29","185"
"1416","29","57"
"1417","29","497"
"1418","29","329"
"1419","29","474"
"1420","29","329"
"1421","29","439"
"1422","29","21"
"1423","29","95"
"1424","29","380"
"1425","29","495"
"1426","29","474"
"1427","29","407"
"1428","29","185"
"1429","29","366"
"1430","29","15"
"1431","29","18"
"1432","29","189"
"1433","29","452"
"1434","29","418"
"1435","29","240"
"1436","29","407"
"1437","29","394"
"1438","29","65"
"1439","29","58"
"1440","29","238"
"1441","29","495"
"1442","29","58"
"1443","29","11"
"1444","29","348"
"1445","29","434"
"1446","29","290"
"1447","29","264"
"1448","29","373"
"1449","29","350"
"1450","29","85"
"1451","30","342"
"1452","30","66"
"1453","30","296"
"1454","30","338"
"1455","30","164"
"1456","30","476"
"1457","30","33"
"1458","30","257"
"1459","30","496"
"1460","30","184"
"1461","30","302"
"1462","30","140"
"1463","30","384"
"1464","30","39"
"1465","30","498"
"1466","30","330"
"1467","30","379"
"1468","30","382"
"1469","30","98"
"1470","30","355"
"1471","30","110"
"1472","30","166"
"1473","30","257"
"1474","30","494"
"1475","30","286"
"1476","30","409"
"1477","30","233"
"1478","30","417"
"1479","30","226"
"1480","30","472"
"1481","30","97"
"1482","30","291"
"1483","30","321"
"1484","30","114"
"1485","30","230"
"1486","30","215"
"1487","30","147"
"1488","30","407"
"1489","30","205"
"1490","30","93"
"1491","30","28"
"1492","30","117"
"1493","30","461"
"1494","30","62"
"1495","30","422"
"1496","30","218"
"1497","30","44"
"1498","30","383"
"1499","30","412"
"1500","30","391"
"1501","31","294"
"1502","31","238"
"1503","31","377"
"1504","31","355"
"1505","31","27"
"1506","31","171"
"1507","31","164"
"1508","31","112"
"1509","31","83"
"1510","31","24"
"1511","31","134"
"1512","31","267"
"1513","31","132"
"1514","31","14"
"1515","31","473"
"1516","31","278"
"1517","31","208"
"1518","31","238"
"1519","31","7"
"1520","31","145"
"1521","31","207"
"1522","31","245"
"1523","31","35"
"1524","31","252"
"1525","31","6"
"1526","31","457"
"1527","31","383"
"1528","31","300"
"1529","31","372"
"1530","31","130"
"1531","31","363"
"1532","31","437"
"1533","31","27"
"1534","31","193"
"1535","31","322"
"1536","31","7"
"1537","31","42"
"1538","31","283"
"1539","31","263"
"1540","31","10"
"1541","31","217"
"1542","31","426"
"1543","31","239"
"1544","31","227"
"1545","31","185"
"1546","31","343"
"1547","31","349"
"1548","31","161"
"1549","31","216"
"1550","31","54"
"1551","32","148"
"1552","32","300"
"1553","32","121"
"1554","32","466"
"1555","32","173"
"1556","32","26"
"1557","32","114"
"1558","32","379"
"1559","32","96"
"1560","32","279"
"1561","32","224"
"1562","32","391"
"1563","32","139"
"1564","32","9"
"1565","32","106"
"1566","32","451"
"1567","32","6"
"1568","32","223"
"1569","32","57"
"1570","32","403"
"1571","32","490"
"1572","32","404"
"1573","32","147"
"1574","32","148"
"1575","32","296"
"1576","32","397"
"1577","32","82"
"1578","32","172"
"1579","32","314"
"1580","32","315"
"1581","32","286"
"1582","32","41"
"1583","32","265"
"1584","32","437"
"1585","32","215"
"1586","32","57"
"1587","32","81"
"1588","32","484"
"1589","32","34"
"1590","32","202"
"1591","32","350"
"1592","32","166"
"1593","32","112"
"1594","32","110"
"1595","32","428"
"1596","32","301"
"1597","32","197"
"1598","32","236"
"1599","32","498"
"1600","32","380"
"1601","33","204"
"1602","33","110"
"1603","33","463"
"1604","33","356"
"1605","33","281"
"1606","33","434"
"1607","33","6"
"1608","33","52"
"1609","33","137"
"1610","33","105"
"1611","33","12"
"1612","33","46"
"1613","33","148"
"1614","33","103"
"1615","33","317"
"1616","33","491"
"1617","33","358"
"1618","33","57"
"1619","33","367"
"1620","33","357"
"1621","33","272"
"1622","33","204"
"1623","33","401"
"1624","33","189"
"1625","33","276"
"1626","33","310"
"1627","33","225"
"1628","33","77"
"1629","33","39"
"1630","33","118"
"1631","33","421"
"1632","33","118"
"1633","33","476"
"1634","33","232"
"1635","33","63"
"1636","33","312"
"1637","33","175"
"1638","33","399"
"1639","33","82"
"1640","33","463"
"1641","33","160"
"1642","33","488"
"1643","33","440"
"1644","33","315"
"1645","33","10"
"1646","33","97"
"1647","33","125"
"1648","33","335"
"1649","33","65"
"1650","33","58"
"1651","34","230"
"1652","34","250"
"1653","34","401"
"1654","34","271"
"1655","34","95"
"1656","34","142"
"1657","34","258"
"1658","34","200"
"1659","34","463"
"1660","34","137"
"1661","34","283"
"1662","34","499"
"1663","34","100"
"1664","34","456"
